timestamp,source_ip,destination_ip,protocol,packet_size
2026-05-10 21:43:39.915295,16.148.183.75,10.42.237.105,6,233
2026-05-10 21:43:39.917216,16.148.183.75,10.42.237.105,6,116
2026-05-10 21:43:39.918220,10.42.237.105,16.148.183.75,6,54
2026-05-10 21:43:39.924823,16.148.183.75,10.42.237.105,6,54
2026-05-10 21:43:39.926812,16.148.183.75,10.42.237.105,6,54
2026-05-10 21:43:39.928813,16.148.183.75,10.42.237.105,6,233
2026-05-10 21:43:39.929809,16.148.183.75,10.42.237.105,6,116
2026-05-10 21:43:39.930809,16.148.183.75,10.42.237.105,6,402
2026-05-10 21:43:39.931835,16.148.183.75,10.42.237.105,6,85
2026-05-10 21:43:39.932813,10.42.237.105,16.148.183.75,6,54
2026-05-10 21:43:39.933809,10.42.237.105,16.148.183.75,6,54
2026-05-10 21:43:39.947832,10.42.237.105,142.251.222.70,17,180
2026-05-10 21:43:40.014026,16.148.183.75,10.42.237.105,6,54
2026-05-10 21:43:40.031609,142.251.222.70,10.42.237.105,17,70
2026-05-10 21:43:40.045565,57.129.49.181,10.42.237.105,6,1334
2026-05-10 21:43:40.067633,142.251.222.70,10.42.237.105,17,244
2026-05-10 21:43:40.068579,142.251.222.70,10.42.237.105,17,224
2026-05-10 21:43:40.070581,10.42.237.105,142.251.222.70,17,77
2026-05-10 21:43:40.099307,10.42.237.105,57.129.49.181,6,54
2026-05-10 21:43:40.101308,10.42.237.105,142.251.222.70,17,74
2026-05-10 21:43:40.139987,142.251.222.70,10.42.237.105,17,66
2026-05-10 21:43:40.475676,10.42.237.105,142.251.222.70,17,180
2026-05-10 21:43:40.572620,142.251.222.70,10.42.237.105,17,70
2026-05-10 21:43:40.608625,142.251.222.70,10.42.237.105,17,191
2026-05-10 21:43:40.610626,142.251.222.70,10.42.237.105,17,136
2026-05-10 21:43:40.612629,10.42.237.105,142.251.222.70,17,77
2026-05-10 21:43:40.641147,10.42.237.105,142.251.222.70,17,74
2026-05-10 21:43:40.730511,142.251.222.70,10.42.237.105,17,66
2026-05-10 21:43:40.731876,142.251.222.70,10.42.237.105,17,64
2026-05-10 21:43:40.732889,10.42.237.105,142.251.222.70,17,75
2026-05-10 21:43:41.031582,10.42.237.105,142.251.222.70,17,180
2026-05-10 21:43:41.051608,57.129.49.181,10.42.237.105,6,1334
2026-05-10 21:43:41.093764,10.42.237.105,57.129.49.181,6,54
2026-05-10 21:43:41.096764,34.206.96.89,10.42.237.105,6,66
2026-05-10 21:43:41.124273,142.251.222.70,10.42.237.105,17,70
2026-05-10 21:43:41.154885,142.251.222.70,10.42.237.105,17,244
2026-05-10 21:43:41.156886,142.251.222.70,10.42.237.105,17,103
2026-05-10 21:43:41.159244,10.42.237.105,142.251.222.70,17,77
2026-05-10 21:43:41.186865,10.42.237.105,142.251.222.70,17,74
2026-05-10 21:43:41.251836,142.251.222.70,10.42.237.105,17,66
2026-05-10 21:43:41.266010,57.129.49.181,10.42.237.105,6,699
2026-05-10 21:43:41.308805,10.42.237.105,57.129.49.181,6,54
2026-05-10 21:43:41.349391,10.42.237.105,142.251.220.2,17,1292
2026-05-10 21:43:41.350407,10.42.237.105,142.251.220.2,17,1292
2026-05-10 21:43:41.395409,142.251.220.2,10.42.237.105,17,82
2026-05-10 21:43:41.404344,142.251.220.2,10.42.237.105,17,1292
2026-05-10 21:43:41.406344,142.251.220.2,10.42.237.105,17,1292
2026-05-10 21:43:41.407343,142.251.220.2,10.42.237.105,17,1292
2026-05-10 21:43:41.408343,142.251.220.2,10.42.237.105,17,1292
2026-05-10 21:43:41.409343,142.251.220.2,10.42.237.105,17,1292
2026-05-10 21:43:41.410344,142.251.220.2,10.42.237.105,17,1292
2026-05-10 21:43:41.411344,10.42.237.105,142.251.220.2,17,1292
2026-05-10 21:43:41.412344,10.42.237.105,142.251.220.2,17,81
2026-05-10 21:43:41.418782,10.42.237.105,142.251.220.2,17,82
2026-05-10 21:43:41.449780,10.42.237.105,142.251.220.2,17,79
2026-05-10 21:43:41.464947,142.251.220.2,10.42.237.105,17,170
2026-05-10 21:43:41.465951,10.42.237.105,142.251.220.2,17,208
2026-05-10 21:43:41.466950,10.42.237.105,142.251.220.2,17,1205
2026-05-10 21:43:41.505947,142.251.220.2,10.42.237.105,17,177
2026-05-10 21:43:41.507961,10.42.237.105,142.251.220.2,17,212
2026-05-10 21:43:41.529471,142.251.220.2,10.42.237.105,17,996
2026-05-10 21:43:41.531469,142.251.220.2,10.42.237.105,17,163
2026-05-10 21:43:41.532470,10.42.237.105,142.251.220.2,17,75
2026-05-10 21:43:41.532470,10.42.237.105,142.251.220.2,17,75
2026-05-10 21:43:41.533467,142.251.220.2,10.42.237.105,17,69
2026-05-10 21:43:41.534468,10.42.237.105,142.251.220.2,17,73
2026-05-10 21:43:41.553490,142.251.220.2,10.42.237.105,17,67
2026-05-10 21:43:41.602543,142.251.220.2,10.42.237.105,17,1025
2026-05-10 21:43:41.606545,142.251.220.2,10.42.237.105,17,64
2026-05-10 21:43:41.607542,10.42.237.105,142.251.220.2,17,77
2026-05-10 21:43:41.608543,10.42.237.105,142.251.220.2,17,77
2026-05-10 21:43:41.664134,142.251.220.2,10.42.237.105,17,65
2026-05-10 21:43:41.691143,10.42.237.105,95.173.218.112,6,66
2026-05-10 21:43:41.765504,95.173.218.112,10.42.237.105,6,66
2026-05-10 21:43:41.766502,10.42.237.105,95.173.218.112,6,54
2026-05-10 21:43:41.767501,10.42.237.105,95.173.218.112,6,1354
2026-05-10 21:43:41.768505,10.42.237.105,95.173.218.112,6,579
2026-05-10 21:43:41.862299,95.173.218.112,10.42.237.105,6,54
2026-05-10 21:43:41.864299,95.173.218.112,10.42.237.105,6,54
2026-05-10 21:43:41.865311,95.173.218.112,10.42.237.105,6,1334
2026-05-10 21:43:41.873824,95.173.218.112,10.42.237.105,6,1334
2026-05-10 21:43:41.875829,95.173.218.112,10.42.237.105,6,504
2026-05-10 21:43:41.876825,10.42.237.105,95.173.218.112,6,54
2026-05-10 21:43:41.887826,10.42.237.105,95.173.218.112,6,134
2026-05-10 21:43:41.888826,10.42.237.105,95.173.218.112,6,146
2026-05-10 21:43:41.889827,10.42.237.105,95.173.218.112,6,673
2026-05-10 21:43:41.958910,10.42.237.105,18.141.80.142,6,814
2026-05-10 21:43:41.970462,95.173.218.112,10.42.237.105,6,133
2026-05-10 21:43:41.971448,95.173.218.112,10.42.237.105,6,133
2026-05-10 21:43:41.971448,10.42.237.105,95.173.218.112,6,54
2026-05-10 21:43:41.973919,95.173.218.112,10.42.237.105,6,116
2026-05-10 21:43:41.974939,10.42.237.105,95.173.218.112,6,85
2026-05-10 21:43:41.976917,95.173.218.112,10.42.237.105,6,54
2026-05-10 21:43:41.977927,95.173.218.112,10.42.237.105,6,85
2026-05-10 21:43:41.988921,95.173.218.112,10.42.237.105,6,506
2026-05-10 21:43:41.989918,10.42.237.105,95.173.218.112,6,54
2026-05-10 21:43:42.072667,10.42.237.105,52.223.40.198,6,66
2026-05-10 21:43:42.093875,95.173.218.112,10.42.237.105,6,54
2026-05-10 21:43:42.102953,52.223.40.198,10.42.237.105,6,66
2026-05-10 21:43:42.103881,10.42.237.105,52.223.40.198,6,54
2026-05-10 21:43:42.104875,18.141.80.142,10.42.237.105,6,872
2026-05-10 21:43:42.105878,10.42.237.105,52.223.40.198,6,1354
2026-05-10 21:43:42.107878,10.42.237.105,52.223.40.198,6,576
2026-05-10 21:43:42.155024,10.42.237.105,18.141.80.142,6,54
2026-05-10 21:43:42.170038,10.42.237.105,52.223.40.198,6,1354
2026-05-10 21:43:42.198039,52.223.40.198,10.42.237.105,6,54
2026-05-10 21:43:42.200035,52.223.40.198,10.42.237.105,6,54
2026-05-10 21:43:42.203456,10.42.237.105,80.77.85.29,6,66
2026-05-10 21:43:42.204457,10.42.237.105,18.179.251.43,6,66
2026-05-10 21:43:42.230009,52.223.40.198,10.42.237.105,6,66
2026-05-10 21:43:42.347905,52.223.40.198,10.42.237.105,6,1334
2026-05-10 21:43:42.348921,52.223.40.198,10.42.237.105,6,1334
2026-05-10 21:43:42.349937,10.42.237.105,52.223.40.198,6,54
2026-05-10 21:43:42.350943,52.223.40.198,10.42.237.105,6,1334
2026-05-10 21:43:42.351951,52.223.40.198,10.42.237.105,6,390
2026-05-10 21:43:42.352942,18.179.251.43,10.42.237.105,6,66
2026-05-10 21:43:42.352942,10.42.237.105,52.223.40.198,6,54
2026-05-10 21:43:42.354449,10.42.237.105,18.179.251.43,6,54
2026-05-10 21:43:42.355456,10.42.237.105,18.179.251.43,6,1354
2026-05-10 21:43:42.356457,10.42.237.105,18.179.251.43,6,507
2026-05-10 21:43:42.357455,10.42.237.105,52.223.40.198,6,180
2026-05-10 21:43:42.358454,10.42.237.105,52.223.40.198,6,153
2026-05-10 21:43:42.359454,10.42.237.105,52.223.40.198,6,1332
2026-05-10 21:43:42.391310,52.223.40.198,10.42.237.105,6,54
2026-05-10 21:43:42.392312,52.223.40.198,10.42.237.105,6,54
2026-05-10 21:43:42.393311,52.223.40.198,10.42.237.105,6,54
2026-05-10 21:43:42.448944,10.42.237.105,80.77.85.29,6,66
2026-05-10 21:43:42.473521,52.223.40.198,10.42.237.105,6,258
2026-05-10 21:43:42.475525,52.223.40.198,10.42.237.105,6,132
2026-05-10 21:43:42.476523,10.42.237.105,52.223.40.198,6,54
2026-05-10 21:43:42.477505,10.42.237.105,52.223.40.198,6,92
2026-05-10 21:43:42.477505,52.223.40.198,10.42.237.105,6,1138
2026-05-10 21:43:42.478504,10.42.237.105,52.223.40.198,6,54
2026-05-10 21:43:42.479504,52.223.40.198,10.42.237.105,6,92
2026-05-10 21:43:42.480504,10.42.237.105,52.223.40.198,6,54
2026-05-10 21:43:42.501504,52.223.40.198,10.42.237.105,6,54
2026-05-10 21:43:42.511502,18.179.251.43,10.42.237.105,6,54
2026-05-10 21:43:42.512504,18.179.251.43,10.42.237.105,6,54
2026-05-10 21:43:42.513503,18.179.251.43,10.42.237.105,6,2614
2026-05-10 21:43:42.514511,18.179.251.43,10.42.237.105,6,386
2026-05-10 21:43:42.515506,10.42.237.105,18.179.251.43,6,66
2026-05-10 21:43:42.516508,18.179.251.43,10.42.237.105,6,1334
2026-05-10 21:43:42.517504,10.42.237.105,18.179.251.43,6,54
2026-05-10 21:43:42.518505,10.42.237.105,18.179.251.43,6,180
2026-05-10 21:43:42.518505,10.42.237.105,18.179.251.43,6,153
2026-05-10 21:43:42.519504,10.42.237.105,18.179.251.43,6,646
2026-05-10 21:43:42.563578,80.77.85.29,10.42.237.105,6,66
2026-05-10 21:43:42.565561,10.42.237.105,80.77.85.29,6,54
2026-05-10 21:43:42.566562,10.42.237.105,80.77.85.29,6,1354
2026-05-10 21:43:42.567567,10.42.237.105,80.77.85.29,6,544
2026-05-10 21:43:42.664352,18.179.251.43,10.42.237.105,6,258
2026-05-10 21:43:42.675344,18.179.251.43,10.42.237.105,6,132
2026-05-10 21:43:42.676342,10.42.237.105,18.179.251.43,6,54
2026-05-10 21:43:42.677342,18.179.251.43,10.42.237.105,6,390
2026-05-10 21:43:42.678343,10.42.237.105,18.179.251.43,6,92
2026-05-10 21:43:42.773727,80.77.85.29,10.42.237.105,6,66
2026-05-10 21:43:42.774727,10.42.237.105,80.77.85.29,6,54
2026-05-10 21:43:42.775741,10.42.237.105,80.77.85.29,6,1354
2026-05-10 21:43:42.776726,10.42.237.105,80.77.85.29,6,512
2026-05-10 21:43:42.864967,18.179.251.43,10.42.237.105,6,54
2026-05-10 21:43:42.936894,80.77.85.29,10.42.237.105,6,54
2026-05-10 21:43:42.937898,80.77.85.29,10.42.237.105,6,54
2026-05-10 21:43:42.938898,80.77.85.29,10.42.237.105,6,2614
2026-05-10 21:43:42.939898,10.42.237.105,80.77.85.29,6,54
2026-05-10 21:43:42.941905,80.77.85.29,10.42.237.105,6,2614
2026-05-10 21:43:42.942903,80.77.85.29,10.42.237.105,6,672
2026-05-10 21:43:42.942903,10.42.237.105,80.77.85.29,6,54
2026-05-10 21:43:42.944072,10.42.237.105,8.8.8.8,17,84
2026-05-10 21:43:42.945092,10.42.237.105,8.8.8.8,17,84
2026-05-10 21:43:42.946078,10.42.237.105,8.8.8.8,17,84
2026-05-10 21:43:43.030497,8.8.8.8,10.42.237.105,17,189
2026-05-10 21:43:43.032500,8.8.8.8,10.42.237.105,17,174
2026-05-10 21:43:43.060007,10.42.237.105,192.124.249.41,6,66
2026-05-10 21:43:43.074678,8.8.8.8,10.42.237.105,17,189
2026-05-10 21:43:43.099408,80.77.85.29,10.42.237.105,6,54
2026-05-10 21:43:43.100405,80.77.85.29,10.42.237.105,6,54
2026-05-10 21:43:43.102420,80.77.85.29,10.42.237.105,6,3894
2026-05-10 21:43:43.103420,10.42.237.105,80.77.85.29,6,54
2026-05-10 21:43:43.104409,80.77.85.29,10.42.237.105,6,1334
2026-05-10 21:43:43.106409,80.77.85.29,10.42.237.105,6,672
2026-05-10 21:43:43.107407,10.42.237.105,80.77.85.29,6,54
2026-05-10 21:43:43.199793,10.42.237.105,192.124.249.41,6,66
2026-05-10 21:43:43.237428,192.124.249.41,10.42.237.105,6,66
2026-05-10 21:43:43.239327,10.42.237.105,192.124.249.41,6,54
2026-05-10 21:43:43.240327,10.42.237.105,192.124.249.41,6,448
2026-05-10 21:43:43.259862,10.42.237.105,142.251.220.2,17,414
2026-05-10 21:43:43.325333,10.42.237.105,44.208.222.77,6,66
2026-05-10 21:43:43.326329,10.42.237.105,15.197.193.217,6,66
2026-05-10 21:43:43.336335,10.42.237.105,35.241.1.16,6,66
2026-05-10 21:43:43.338328,10.42.237.105,136.110.33.66,6,66
2026-05-10 21:43:43.340332,10.42.237.105,35.190.0.66,6,66
2026-05-10 21:43:43.354341,142.251.220.2,10.42.237.105,17,70
2026-05-10 21:43:43.357860,10.42.237.105,35.227.252.103,6,66
2026-05-10 21:43:43.358854,10.42.237.105,203.137.133.109,6,66
2026-05-10 21:43:43.359856,10.42.237.105,64.202.112.255,6,66
2026-05-10 21:43:43.360856,10.42.237.105,54.168.49.61,6,66
2026-05-10 21:43:43.361856,10.42.237.105,104.18.26.193,6,66
2026-05-10 21:43:43.361856,10.42.237.105,52.76.233.103,6,66
2026-05-10 21:43:43.363857,10.42.237.105,130.211.23.194,17,134
2026-05-10 21:43:43.363857,10.42.237.105,130.211.23.194,17,1288
2026-05-10 21:43:43.365256,10.42.237.105,130.211.23.194,17,264
2026-05-10 21:43:43.366259,15.197.193.217,10.42.237.105,6,66
2026-05-10 21:43:43.367259,10.42.237.105,15.197.193.217,6,54
2026-05-10 21:43:43.369262,10.42.237.105,15.197.193.217,6,1354
2026-05-10 21:43:43.371256,10.42.237.105,15.197.193.217,6,576
2026-05-10 21:43:43.373266,10.42.237.105,142.251.220.2,17,74
2026-05-10 21:43:43.377257,10.42.237.105,35.214.155.183,6,66
2026-05-10 21:43:43.383254,10.42.237.105,162.159.141.246,17,1292
2026-05-10 21:43:43.385260,10.42.237.105,162.159.141.246,17,1292
2026-05-10 21:43:43.386254,10.42.237.105,35.212.104.44,6,66
2026-05-10 21:43:43.387256,142.251.220.2,10.42.237.105,17,112
2026-05-10 21:43:43.388254,10.42.237.105,13.228.29.185,6,66
2026-05-10 21:43:43.394255,192.124.249.41,10.42.237.105,6,66
2026-05-10 21:43:43.395255,10.42.237.105,192.124.249.41,6,54
2026-05-10 21:43:43.397260,10.42.237.105,34.149.50.64,17,1292
2026-05-10 21:43:43.398259,10.42.237.105,34.149.50.64,17,1292
2026-05-10 21:43:43.400270,35.241.1.16,10.42.237.105,6,66
2026-05-10 21:43:43.401254,10.42.237.105,35.241.1.16,6,54
2026-05-10 21:43:43.401254,10.42.237.105,35.241.1.16,6,1354
2026-05-10 21:43:43.402497,10.42.237.105,35.241.1.16,6,478
2026-05-10 21:43:43.404513,35.190.0.66,10.42.237.105,6,66
2026-05-10 21:43:43.405502,104.18.26.193,10.42.237.105,6,66
2026-05-10 21:43:43.406504,10.42.237.105,35.190.0.66,6,54
2026-05-10 21:43:43.406504,10.42.237.105,104.18.26.193,6,54
2026-05-10 21:43:43.407503,35.227.252.103,10.42.237.105,6,66
2026-05-10 21:43:43.408503,10.42.237.105,35.227.252.103,6,54
2026-05-10 21:43:43.409503,10.42.237.105,35.190.0.66,6,1354
2026-05-10 21:43:43.410511,10.42.237.105,35.190.0.66,6,582
2026-05-10 21:43:43.411503,10.42.237.105,104.18.26.193,6,1354
2026-05-10 21:43:43.412503,10.42.237.105,104.18.26.193,6,488
2026-05-10 21:43:43.412503,10.42.237.105,35.227.252.103,6,1354
2026-05-10 21:43:43.413503,10.42.237.105,35.227.252.103,6,541
2026-05-10 21:43:43.415576,130.211.23.194,10.42.237.105,17,71
2026-05-10 21:43:43.416574,130.211.23.194,10.42.237.105,17,69
2026-05-10 21:43:43.417592,10.42.237.105,142.251.220.2,17,78
2026-05-10 21:43:43.419574,10.42.237.105,130.211.23.194,17,73
2026-05-10 21:43:43.419574,10.42.237.105,23.106.50.37,6,66
2026-05-10 21:43:43.420574,15.197.193.217,10.42.237.105,6,66
2026-05-10 21:43:43.421574,192.124.249.41,10.42.237.105,6,54
2026-05-10 21:43:43.421574,192.124.249.41,10.42.237.105,6,532
2026-05-10 21:43:43.422576,15.197.193.217,10.42.237.105,6,54
2026-05-10 21:43:43.422576,10.42.237.105,192.124.249.41,6,448
2026-05-10 21:43:43.425103,162.159.141.246,10.42.237.105,17,1242
2026-05-10 21:43:43.426091,162.159.141.246,10.42.237.105,17,1242
2026-05-10 21:43:43.427091,162.159.141.246,10.42.237.105,17,1242
2026-05-10 21:43:43.428095,10.42.237.105,162.159.141.246,17,1292
2026-05-10 21:43:43.428095,162.159.141.246,10.42.237.105,17,1242
2026-05-10 21:43:43.429090,162.159.141.246,10.42.237.105,17,1242
2026-05-10 21:43:43.431094,162.159.141.246,10.42.237.105,17,1142
2026-05-10 21:43:43.432090,10.42.237.105,162.159.141.246,17,93
2026-05-10 21:43:43.433091,10.42.237.105,162.159.141.246,17,94
2026-05-10 21:43:43.434091,10.42.237.105,162.159.141.246,17,127
2026-05-10 21:43:43.434091,10.42.237.105,162.159.141.246,17,122
2026-05-10 21:43:43.435101,10.42.237.105,162.159.141.246,17,710
2026-05-10 21:43:43.436090,52.76.233.103,10.42.237.105,6,66
2026-05-10 21:43:43.437091,10.42.237.105,52.76.233.103,6,54
2026-05-10 21:43:43.440096,10.42.237.105,52.76.233.103,6,1354
2026-05-10 21:43:43.441104,10.42.237.105,52.76.233.103,6,541
2026-05-10 21:43:43.442104,10.42.237.105,139.162.60.22,6,66
2026-05-10 21:43:43.443109,136.110.33.66,10.42.237.105,6,66
2026-05-10 21:43:43.444106,10.42.237.105,136.110.33.66,6,54
2026-05-10 21:43:43.444106,10.42.237.105,136.110.33.66,6,1354
2026-05-10 21:43:43.445106,10.42.237.105,136.110.33.66,6,540
2026-05-10 21:43:43.447104,34.149.50.64,10.42.237.105,17,82
2026-05-10 21:43:43.448105,34.149.50.64,10.42.237.105,17,1292
2026-05-10 21:43:43.449105,34.149.50.64,10.42.237.105,17,1292
2026-05-10 21:43:43.450104,34.149.50.64,10.42.237.105,17,1292
2026-05-10 21:43:43.451105,34.149.50.64,10.42.237.105,17,1292
2026-05-10 21:43:43.452105,10.42.237.105,34.149.50.64,17,81
2026-05-10 21:43:43.453103,34.149.50.64,10.42.237.105,17,1292
2026-05-10 21:43:43.454106,34.149.50.64,10.42.237.105,17,994
2026-05-10 21:43:43.455104,10.42.237.105,34.149.50.64,17,81
2026-05-10 21:43:43.455104,35.241.1.16,10.42.237.105,6,66
2026-05-10 21:43:43.456104,35.241.1.16,10.42.237.105,6,54
2026-05-10 21:43:43.457167,10.42.237.105,34.149.50.64,17,82
2026-05-10 21:43:43.458151,10.42.237.105,34.149.50.64,17,125
2026-05-10 21:43:43.459152,10.42.237.105,34.149.50.64,17,116
2026-05-10 21:43:43.460153,10.42.237.105,34.149.50.64,17,1288
2026-05-10 21:43:43.460153,10.42.237.105,34.149.50.64,17,936
2026-05-10 21:43:43.468152,162.159.141.246,10.42.237.105,17,575
2026-05-10 21:43:43.469151,104.18.26.193,10.42.237.105,6,54
2026-05-10 21:43:43.470152,104.18.26.193,10.42.237.105,6,54
2026-05-10 21:43:43.471658,162.159.141.246,10.42.237.105,17,66
2026-05-10 21:43:43.472670,10.42.237.105,162.159.141.246,17,86
2026-05-10 21:43:43.474791,35.227.252.103,10.42.237.105,6,66
2026-05-10 21:43:43.475796,35.227.252.103,10.42.237.105,6,54
2026-05-10 21:43:43.476795,35.190.0.66,10.42.237.105,6,54
2026-05-10 21:43:43.479140,162.159.141.246,10.42.237.105,17,66
2026-05-10 21:43:43.480149,162.159.141.246,10.42.237.105,17,91
2026-05-10 21:43:43.481149,35.190.0.66,10.42.237.105,6,54
2026-05-10 21:43:43.482148,104.18.26.193,10.42.237.105,6,1334
2026-05-10 21:43:43.483148,10.42.237.105,162.159.141.246,17,89
2026-05-10 21:43:43.484148,104.18.26.193,10.42.237.105,6,1334
2026-05-10 21:43:43.485148,10.42.237.105,104.18.26.193,6,54
2026-05-10 21:43:43.486636,13.228.29.185,10.42.237.105,6,66
2026-05-10 21:43:43.489646,35.190.0.66,10.42.237.105,6,2614
2026-05-10 21:43:43.490646,104.18.26.193,10.42.237.105,6,1028
2026-05-10 21:43:43.490646,35.190.0.66,10.42.237.105,6,566
2026-05-10 21:43:43.491694,35.227.252.103,10.42.237.105,6,2614
2026-05-10 21:43:43.493647,10.42.237.105,13.228.29.185,6,54
2026-05-10 21:43:43.494648,10.42.237.105,35.190.0.66,6,54
2026-05-10 21:43:43.496648,10.42.237.105,35.227.252.103,6,54
2026-05-10 21:43:43.497647,35.227.252.103,10.42.237.105,6,1334
2026-05-10 21:43:43.498647,35.227.252.103,10.42.237.105,6,404
2026-05-10 21:43:43.499647,162.159.141.246,10.42.237.105,17,65
2026-05-10 21:43:43.501646,10.42.237.105,35.227.252.103,6,54
2026-05-10 21:43:43.502645,10.42.237.105,13.228.29.185,6,1354
2026-05-10 21:43:43.503645,10.42.237.105,13.228.29.185,6,486
2026-05-10 21:43:43.505645,10.42.237.105,35.190.0.66,6,118
2026-05-10 21:43:43.506645,10.42.237.105,35.190.0.66,6,146
2026-05-10 21:43:43.509149,10.42.237.105,35.190.0.66,6,752
2026-05-10 21:43:43.512146,10.42.237.105,35.227.252.103,6,118
2026-05-10 21:43:43.512146,10.42.237.105,35.227.252.103,6,146
2026-05-10 21:43:43.513148,10.42.237.105,35.227.252.103,6,838
2026-05-10 21:43:43.515149,10.42.237.105,104.18.26.193,6,118
2026-05-10 21:43:43.516150,10.42.237.105,104.18.26.193,6,146
2026-05-10 21:43:43.517151,10.42.237.105,104.18.26.193,6,830
2026-05-10 21:43:43.517151,142.251.220.2,10.42.237.105,17,66
2026-05-10 21:43:43.518656,203.137.133.109,10.42.237.105,6,66
2026-05-10 21:43:43.519662,10.42.237.105,203.137.133.109,6,54
2026-05-10 21:43:43.519662,10.42.237.105,203.137.133.109,6,1354
2026-05-10 21:43:43.521664,10.42.237.105,203.137.133.109,6,476
2026-05-10 21:43:43.522663,23.106.50.37,10.42.237.105,6,66
2026-05-10 21:43:43.523663,10.42.237.105,23.106.50.37,6,54
2026-05-10 21:43:43.525664,54.168.49.61,10.42.237.105,6,66
2026-05-10 21:43:43.525664,10.42.237.105,54.168.49.61,6,54
2026-05-10 21:43:43.527786,10.42.237.105,23.106.50.37,6,1354
2026-05-10 21:43:43.528790,10.42.237.105,23.106.50.37,6,553
2026-05-10 21:43:43.529783,10.42.237.105,54.168.49.61,6,1354
2026-05-10 21:43:43.530784,10.42.237.105,54.168.49.61,6,519
2026-05-10 21:43:43.531785,139.162.60.22,10.42.237.105,6,66
2026-05-10 21:43:43.532784,52.76.233.103,10.42.237.105,6,66
2026-05-10 21:43:43.533784,10.42.237.105,139.162.60.22,6,54
2026-05-10 21:43:43.533784,52.76.233.103,10.42.237.105,6,54
2026-05-10 21:43:43.535909,52.76.233.103,10.42.237.105,6,1334
2026-05-10 21:43:43.536909,10.42.237.105,139.162.60.22,6,1354
2026-05-10 21:43:43.536909,10.42.237.105,139.162.60.22,6,510
2026-05-10 21:43:43.537906,52.76.233.103,10.42.237.105,6,1334
2026-05-10 21:43:43.538908,10.42.237.105,52.76.233.103,6,54
2026-05-10 21:43:43.540909,52.76.233.103,10.42.237.105,6,1334
2026-05-10 21:43:43.543113,52.76.233.103,10.42.237.105,6,549
2026-05-10 21:43:43.544113,10.42.237.105,52.76.233.103,6,54
2026-05-10 21:43:43.544113,35.241.1.16,10.42.237.105,6,712
2026-05-10 21:43:43.545129,35.241.1.16,10.42.237.105,6,2614
2026-05-10 21:43:43.546123,10.42.237.105,35.241.1.16,6,66
2026-05-10 21:43:43.547112,10.42.237.105,35.241.1.16,6,66
2026-05-10 21:43:43.547112,35.241.1.16,10.42.237.105,6,1334
2026-05-10 21:43:43.548113,10.42.237.105,35.241.1.16,6,54
2026-05-10 21:43:43.549113,34.149.50.64,10.42.237.105,17,163
2026-05-10 21:43:43.550115,34.149.50.64,10.42.237.105,17,627
2026-05-10 21:43:43.551112,34.149.50.64,10.42.237.105,17,65
2026-05-10 21:43:43.552112,10.42.237.105,34.149.50.64,17,76
2026-05-10 21:43:43.552112,10.42.237.105,34.149.50.64,17,73
2026-05-10 21:43:43.553113,10.42.237.105,52.76.233.103,6,118
2026-05-10 21:43:43.554112,10.42.237.105,52.76.233.103,6,146
2026-05-10 21:43:43.556121,10.42.237.105,52.76.233.103,6,756
2026-05-10 21:43:43.557243,10.42.237.105,35.241.1.16,6,118
2026-05-10 21:43:43.558243,10.42.237.105,35.241.1.16,6,146
2026-05-10 21:43:43.559241,10.42.237.105,35.241.1.16,6,717
2026-05-10 21:43:43.560242,162.159.141.246,10.42.237.105,17,70
2026-05-10 21:43:43.563245,136.110.33.66,10.42.237.105,6,66
2026-05-10 21:43:43.564243,136.110.33.66,10.42.237.105,6,54
2026-05-10 21:43:43.565366,136.110.33.66,10.42.237.105,6,2614
2026-05-10 21:43:43.565366,136.110.33.66,10.42.237.105,6,310
2026-05-10 21:43:43.566364,10.42.237.105,136.110.33.66,6,66
2026-05-10 21:43:43.567362,136.110.33.66,10.42.237.105,6,1334
2026-05-10 21:43:43.568363,10.42.237.105,136.110.33.66,6,54
2026-05-10 21:43:43.570367,136.110.33.66,10.42.237.105,6,1116
2026-05-10 21:43:43.572381,35.190.0.66,10.42.237.105,6,672
2026-05-10 21:43:43.573362,35.190.0.66,10.42.237.105,6,85
2026-05-10 21:43:43.573362,10.42.237.105,35.190.0.66,6,54
2026-05-10 21:43:43.574364,10.42.237.105,35.190.0.66,6,85
2026-05-10 21:43:43.575362,104.18.26.193,10.42.237.105,6,66
2026-05-10 21:43:43.576366,104.18.26.193,10.42.237.105,6,66
2026-05-10 21:43:43.578586,104.18.26.193,10.42.237.105,6,54
2026-05-10 21:43:43.578586,104.18.26.193,10.42.237.105,6,591
2026-05-10 21:43:43.579828,35.227.252.103,10.42.237.105,6,672
2026-05-10 21:43:43.580852,10.42.237.105,136.110.33.66,6,212
2026-05-10 21:43:43.581834,10.42.237.105,104.18.26.193,6,85
2026-05-10 21:43:43.582834,10.42.237.105,35.227.252.103,6,85
2026-05-10 21:43:43.583836,10.42.237.105,136.110.33.66,6,153
2026-05-10 21:43:43.584835,10.42.237.105,136.110.33.66,6,723
2026-05-10 21:43:43.586836,35.227.252.103,10.42.237.105,6,85
2026-05-10 21:43:43.587835,15.197.193.217,10.42.237.105,6,1334
2026-05-10 21:43:43.588836,15.197.193.217,10.42.237.105,6,1334
2026-05-10 21:43:43.589834,10.42.237.105,15.197.193.217,6,54
